,UniProt ID,InChI Key,Parameter,Value,Unit,Database Source,Database Target ID,Database Ligand ID,Reference,Interaction_type
17739,P24530,MGOQYQRCURWWNQ-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL1785,CHEMBL436821,17055724,0
17740,P20272,BIDIJTWRJUNRLC-UHFFFAOYSA-N,IC50,22.6,nM,ChEMBL,CHEMBL3571,CHEMBL519875,18954042,1
17741,P35408,LINXGADXFCBIBN-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL1836,CHEMBL2386076,23721423,0
17742,P35462,PWWVAXIEGOYWEE-UHFFFAOYSA-N,IC50,559,nM,ChEMBL,CHEMBL234,CHEMBL643,DrugMatrix in vitro pharmacology data,1
17743,P08172,SOYKEARSMXGVTM-HNNXBMFYSA-N,IC50,6994,nM,ChEMBL,CHEMBL211,CHEMBL1201353,DrugMatrix in vitro pharmacology data,0
17744,Q92633,HZFPOTBCYPWQSH-QUMQEAAQSA-N,IC50,27354,nM,ChEMBL,CHEMBL3819,CHEMBL482498,18467108,0
17745,P49682,UCPBQJPEROOMRS-UHFFFAOYSA-N,IC50,10,nM,ChEMBL,CHEMBL4441,CHEMBL401868,18337097,1
17746,P29274,JTMNJBCPWGVLEV-UHFFFAOYSA-N,IC50,3093,nM,ChEMBL,CHEMBL251,CHEMBL1082063,19733067,0
17747,P30551,RSIQDPURTVMVBZ-KYJUHHDHSA-N,IC50,>10000,nM,ChEMBL,CHEMBL2871,CHEMBL100799,"Bioorg. Med. Chem. Lett., (1996) 6:24:2971",0
17748,O43613,BWQJSRQDEPJXKN-UHFFFAOYSA-N,IC50,28,nM,ChEMBL,CHEMBL5113,CHEMBL3896682,None,1
17749,P26684,AFIJWQFQSLIFMC-UHFFFAOYSA-N,IC50,2000,nM,ChEMBL,CHEMBL4566,CHEMBL55853,"Bioorg. Med. Chem. Lett., (1997) 7:14:1883",0
17750,P41143,XJZCYMONKQXDLC-XJDOXCRVSA-N,IC50,387,nM,ChEMBL,CHEMBL236,CHEMBL2079638,"Bioorg. Med. Chem. Lett., (1995) 5:11:1177",1
17751,P41143,QETCNYZNLBVXLI-UHFFFAOYSA-N,IC50,37.4,nM,ChEMBL,CHEMBL236,CHEMBL114379,11585443,1
17752,P70536,HLIODYUQUXQMIR-GHKHIRBOSA-N,IC50,13,nM,ChEMBL,CHEMBL3996,CHEMBL277022,"Bioorg. Med. Chem. Lett., (1995) 5:2:119",1
17753,P34976,FNVVJLKPCLOYIY-UHFFFAOYSA-N,IC50,2.2,nM,ChEMBL,CHEMBL3948,CHEMBL334670,7990105,1
17754,Q95136,VGYWDQATKLTHBK-UHFFFAOYSA-N,IC50,30000,nM,ChEMBL,CHEMBL2967,CHEMBL50530,7912735,0
17755,Q9Y5Y4,OMXKUEXZCQUFSZ-UHFFFAOYSA-N,IC50,70,nM,ChEMBL,CHEMBL5071,CHEMBL2385901,23721423,1
17756,P33535,WFICKMGRRDEFMV-JONZOVCNSA-N,IC50,4200,nM,ChEMBL,CHEMBL270,CHEMBL340176,9397176,0
17757,P61169,LNEPOXFFQSENCJ-UHFFFAOYSA-N,IC50,17.5,nM,ChEMBL,CHEMBL339,CHEMBL54,12361392,1
17758,P41143,LWLWLSWDXYMACR-DTEDLYEKSA-N,IC50,140,nM,ChEMBL,CHEMBL236,CHEMBL2112689,8831778,1
17759,P24530,BCPQODVHPDJJAT-UHFFFAOYSA-N,IC50,1474,nM,ChEMBL,CHEMBL1785,CHEMBL2163722,22862294,0
17760,O95136,NPYHQSNOTFSWLT-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL2955,CHEMBL391869,17092714,0
17761,Q62928,WMEUGWYECRHASZ-OYKVQYDMSA-N,IC50,>3200,nM,ChEMBL,CHEMBL4909,CHEMBL203780,16442794,0
17762,P34995,VLZBTJURPLDHNG-OAHLLOKOSA-N,IC50,>30000,nM,ChEMBL,CHEMBL1811,CHEMBL3586361,26061158,0
17763,P41143,LBTODCUSAJWMJM-UHFFFAOYSA-N,IC50,12100,nM,ChEMBL,CHEMBL236,CHEMBL214657,16828552,0
17764,P28564,QWCRAEMEVRGPNT-UHFFFAOYSA-N,IC50,12589.25,nM,ChEMBL,CHEMBL3459,CHEMBL49,3373482,0
17765,P43140,IOEGVBQNHJRVBB-UHFFFAOYSA-N,IC50,1995.26,nM,ChEMBL,CHEMBL319,CHEMBL384790,11462977,0
17766,P61169,JBXYADWMJLOTTL-UHFFFAOYSA-N,IC50,>1000,nM,ChEMBL,CHEMBL339,CHEMBL226227,17234422,1
17767,Q9Y5N1,CHCVZZOPCAVWNV-HTAPYJJXSA-N,IC50,0.43,nM,ChEMBL,CHEMBL264,CHEMBL560386,19520574,1
17768,O43613,OXILYMAORVXQHT-OWTZWGKBSA-N,IC50,509.97,nM,ChEMBL,CHEMBL5113,CHEMBL1532403,PubChem BioAssay data set,1
17769,P41143,VQLWORQLQXNPGX-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL236,CHEMBL15498,12643930,0
17770,P20288,VLMZMRDOMOGGFA-WDBKCZKBSA-N,IC50,4180,nM,ChEMBL,CHEMBL3998,CHEMBL13866,8096548,0
17771,O43613,UCHOFKCDLMZEAO-JUERFOTFSA-N,IC50,10000,nM,ChEMBL,CHEMBL5113,CHEMBL2347477,23434414,0
17772,O95977,QWJOPXDAQCDRRM-UHFFFAOYSA-N,IC50,25,nM,ChEMBL,CHEMBL3230,CHEMBL1779732,21570287,1
17773,P32239,COAZJQLEWBNTGL-UHFFFAOYSA-N,IC50,>100000,nM,ChEMBL,CHEMBL298,CHEMBL141629,2153212,0
17774,P43140,KRMDCWKBEZIMAB-UHFFFAOYSA-N,IC50,14,nM,ChEMBL,CHEMBL319,CHEMBL629,DrugMatrix in vitro pharmacology data,1
17775,P21917,DKGZKTPJOSAWFA-UHFFFAOYSA-N,IC50,0.5,nM,ChEMBL,CHEMBL219,CHEMBL267930,23403082,1
17776,P21452,FLNYLINBEZROPL-WUFINQPMSA-N,IC50,>10000,nM,ChEMBL,CHEMBL2327,CHEMBL419500,16220969,0
17777,P61169,GFOJCADGVHYVJC-NVXWUHKLSA-N,IC50,121,nM,ChEMBL,CHEMBL339,CHEMBL418791,7830274,1
17778,P25024,OIJWWUGMTYAYOL-UHFFFAOYSA-N,IC50,1700,nM,ChEMBL,CHEMBL4029,CHEMBL3609006,26248802,0
17779,P34972,CYHJJFKNECOYOP-UHFFFAOYSA-N,IC50,1300,nM,ChEMBL,CHEMBL253,CHEMBL3944807,27560280,0
17780,P21917,VGBOISIRCIDEGP-UHFFFAOYSA-N,IC50,280,nM,ChEMBL,CHEMBL219,CHEMBL117537,11585444,1
17781,P28335,SMRGPXRMTZVWME-UHFFFAOYSA-N,IC50,0.5,nM,ChEMBL,CHEMBL225,CHEMBL516452,18602261,1
17782,P30556,AYBOXDRWQNSUGF-UHFFFAOYSA-N,IC50,47,nM,ChEMBL,CHEMBL227,CHEMBL3735236,"MedChemComm, (2015) 6:4:715",1
17783,P29089,VDZZNCDKBGJLLO-UHFFFAOYSA-N,IC50,72,nM,ChEMBL,CHEMBL263,CHEMBL12693,8421274,1
17784,P18825,QZUDBNBUXVUHMW-UHFFFAOYSA-N,IC50,7.875,nM,ChEMBL,CHEMBL1916,CHEMBL42,DrugMatrix in vitro pharmacology data,1
17785,P43115,ICSJJGLAKDSPMF-UHFFFAOYSA-N,IC50,>25000,nM,ChEMBL,CHEMBL3710,CHEMBL2181810,23721423,0
17786,Q63931,LONLJPPGRLKXBS-CUPIEXAXSA-N,IC50,3.6,nM,ChEMBL,CHEMBL3501,CHEMBL3142695,1716682,1
17787,P14416,IVCPUOLRERPDSF-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL217,CHEMBL519103,18602261,0
17788,Q15761,WUINLOIQUYNPRG-UHFFFAOYSA-N,IC50,<0.1,nM,ChEMBL,CHEMBL4561,CHEMBL311552,11428928,1
17789,Q00788,VOAPNCFXGPNKGC-NUJSINJASA-N,IC50,14000,nM,ChEMBL,CHEMBL3766,CHEMBL421248,8258821,0
17790,P21728,GAYSOZKZPOVDSB-HZMBPMFUSA-N,IC50,>10000,nM,ChEMBL,CHEMBL2056,CHEMBL34291,16451077,0
17791,P35463,LBZPYIWLWZOBDY-KSNOWIBYSA-N,IC50,3040,nM,ChEMBL,CHEMBL3949,CHEMBL428644,8676339,0
17792,P30551,AXZHYJFBBATDMR-OAQYLSRUSA-N,IC50,1.3,nM,ChEMBL,CHEMBL2871,CHEMBL2092865,2848124,1
17793,Q9UKP6,WYJCYXOCHXWTHG-UHFFFAOYSA-N,IC50,<5,nM,ChEMBL,CHEMBL3764,CHEMBL567303,23453841,1
17794,P41143,JWZLANUHRXGDET-JVPBZIDWSA-N,IC50,818,nM,ChEMBL,CHEMBL236,CHEMBL290737,2887656,1
17795,P16610,WQSGBFGBMHNIPB-OBQPEBBISA-N,IC50,120,nM,ChEMBL,CHEMBL4554,CHEMBL2372519,7515443,1
17796,P34969,KOJCGDRJEPIJRS-UHFFFAOYSA-N,IC50,11.99,nM,ChEMBL,CHEMBL3155,CHEMBL260907,19013691,1
17797,P25101,DSNNFNGZIRHJEK-UHFFFAOYSA-N,IC50,140,nM,ChEMBL,CHEMBL252,CHEMBL78929,"Bioorg. Med. Chem. Lett., (1996) 6:20:2393",1
17798,P20288,WKFOBXXREXONNY-UHFFFAOYSA-N,IC50,200,nM,ChEMBL,CHEMBL3998,CHEMBL300735,7912735,1
17799,Q99705,BRSNXYWTPOJCCY-UHFFFAOYSA-N,IC50,3700,nM,ChEMBL,CHEMBL344,CHEMBL1710128,PubChem BioAssay data set,0
17800,P30556,VDQVKSHPXITIDR-UHFFFAOYSA-N,IC50,36.9,nM,ChEMBL,CHEMBL227,CHEMBL3752530,"MedChemComm, (2015) 6:8:1479",1
17801,P32239,VHAAOROZSHMZRJ-MLKSZZLFSA-N,IC50,28,nM,ChEMBL,CHEMBL298,CHEMBL319748,"Bioorg. Med. Chem. Lett., (1994) 4:24:2877",1
17802,P18901,XKXPMSXRABANAG-UHFFFAOYSA-N,IC50,64,nM,ChEMBL,CHEMBL265,CHEMBL72292,10377229,1
17803,O43614,LUNZEQYEAOZSDT-UHFFFAOYSA-N,IC50,433,nM,ChEMBL,CHEMBL4792,CHEMBL526821,18845436,1
17804,P33535,RJHIDTUVERQXBY-VNEVMUOGSA-N,IC50,1000,nM,ChEMBL,CHEMBL270,CHEMBL573558,19576786,1
17805,P21453,PCBMXZQDEQINJG-UHFFFAOYSA-N,IC50,0.3,nM,ChEMBL,CHEMBL4333,CHEMBL119413,15177461,1
17806,P25099,CLIGSMOZKDCDRZ-UHFFFAOYSA-N,IC50,16982436524.6,nM,ChEMBL,CHEMBL318,CHEMBL158507,2991519,0
17807,P50406,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,IC50,19441,nM,ChEMBL,CHEMBL3371,CHEMBL633,DrugMatrix in vitro pharmacology data,0
17808,P35462,RDOIQAHITMMDAJ-UHFFFAOYSA-N,IC50,1337,nM,ChEMBL,CHEMBL234,CHEMBL841,DrugMatrix in vitro pharmacology data,0
17809,O43613,HCNLIVZSGOZAEH-IBGZPJMESA-N,IC50,966,nM,ChEMBL,CHEMBL5113,CHEMBL3960391,None,1
17810,P70536,XESDRRBNSZCYRY-XGJRVREISA-N,IC50,45,nM,ChEMBL,CHEMBL3996,CHEMBL338499,8258821,1
17811,P34976,KEQBCFCIEHXSDW-NDEPHWFRSA-N,IC50,>100000,nM,ChEMBL,CHEMBL3948,CHEMBL290829,"Bioorg. Med. Chem. Lett., (1993) 3:10:2023",0
17812,P25101,HOLYODVKNMQCLH-UHFFFAOYSA-N,IC50,3.8,nM,ChEMBL,CHEMBL252,CHEMBL417719,9171877,1
17813,P20272,GBGBDDBVJBHFLR-UHFFFAOYSA-N,IC50,30.3,nM,ChEMBL,CHEMBL3571,CHEMBL521042,18954042,1
17814,P34972,PWCAJPNVNBVVHR-BXKMTCNYSA-N,IC50,2000,nM,ChEMBL,CHEMBL253,CHEMBL389774,17293109,0
17815,P41143,VPZVRDLFBIYDOY-UHFFFAOYSA-N,IC50,620,nM,ChEMBL,CHEMBL236,CHEMBL325945,11585444,1
17816,Q00788,MIAHOWFGIYZPJD-JNXKOWIVSA-N,IC50,3800,nM,ChEMBL,CHEMBL3766,CHEMBL339118,1331448,0
17817,P34976,ZEUXAIYYDDCIRX-UHFFFAOYSA-N,IC50,6,nM,ChEMBL,CHEMBL3948,CHEMBL907,8496939,1
17818,P24530,CUPYKYWQFHCUJZ-UHFFFAOYSA-N,IC50,3479,nM,ChEMBL,CHEMBL1785,CHEMBL2163710,22862294,0
17819,P0DMS8,NEUFWHZAVWYYSZ-UHFFFAOYSA-N,IC50,4210,nM,ChEMBL,CHEMBL256,CHEMBL325516,11585444,0
17820,P14842,QZUDBNBUXVUHMW-UHFFFAOYSA-N,IC50,12,nM,ChEMBL,CHEMBL322,CHEMBL42,10377229,1
17821,P34969,DBJFBHNMHQIBDU-UHFFFAOYSA-N,IC50,16,nM,ChEMBL,CHEMBL3155,CHEMBL406221,18083580,1
17822,P30542,SUOKLDPUHYJDKC-UHFFFAOYSA-N,IC50,152,nM,ChEMBL,CHEMBL226,CHEMBL210383,16697192,1
17823,P48974,NQOZPTYIJQUKTJ-UHFFFAOYSA-N,IC50,2,nM,ChEMBL,CHEMBL2659,CHEMBL1684573,21353540,1
17824,P33535,BTIMGNRTDKMFOL-MLCQCVOFSA-N,IC50,11.7,nM,ChEMBL,CHEMBL270,CHEMBL397448,17395470,1
17825,P35462,SFSFIDVAEMDPIP-UHFFFAOYSA-N,IC50,>5000,nM,ChEMBL,CHEMBL234,CHEMBL571858,19523834,0
17826,P49682,BJFMBQBPMWUGFF-UHFFFAOYSA-N,IC50,120,nM,ChEMBL,CHEMBL4441,CHEMBL495531,18922694,1
17827,P35462,YDOTUXAWKBPQJW-NSLWYYNWSA-N,IC50,0.589,nM,ChEMBL,CHEMBL234,CHEMBL1403281,DrugMatrix in vitro pharmacology data,1
17828,P29274,JNERZSAIKWMKMW-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL251,CHEMBL122037,15203160,0
17829,P35462,QRJJEGAJXVEBNE-HKOYGPOVSA-N,IC50,1993.7,nM,ChEMBL,CHEMBL234,CHEMBL1262,DrugMatrix in vitro pharmacology data,0
17830,P51681,WOMTXGGBILJJNX-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL274,CHEMBL1688888,21341682,0
17831,P18130,DZKFKYARPPSLED-UHFFFAOYSA-N,IC50,90,nM,ChEMBL,CHEMBL4892,CHEMBL59741,9622542,1
17832,P33533,LJQMWAVPPSOEPT-AIKUAUJNSA-N,IC50,3640,nM,ChEMBL,CHEMBL269,CHEMBL437715,10691683,0
17833,P41143,YQNZELNRCAEXEY-QDJFIVDUSA-N,IC50,2000,nM,ChEMBL,CHEMBL236,CHEMBL2370628,7966152,0
17834,P21453,HKSZLNNOFSGOKW-VCPDCAFQSA-N,IC50,662,nM,ChEMBL,CHEMBL4333,CHEMBL1537489,PubChem BioAssay data set,1
17835,P08588,OBVHQMJHGUUIPF-GQBVICOWSA-N,IC50,3800,nM,ChEMBL,CHEMBL213,CHEMBL125246,11212115,0
17836,P61073,YPTODVXKEJXEET-LJAQVGFWSA-N,IC50,120,nM,ChEMBL,CHEMBL2107,CHEMBL1093137,20297846,1
17837,O43614,QBYFBRDXXSWPGL-STQMWFEESA-N,IC50,>10000,nM,ChEMBL,CHEMBL4792,CHEMBL3917812,None,0
17838,Q13258,HLSYGDSWXJGENX-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL4427,CHEMBL563949,19592244,0
17839,P25024,JBWWOFIQEXLSAB-UHFFFAOYSA-N,IC50,1148,nM,ChEMBL,CHEMBL4029,CHEMBL3980279,None,0
17840,P35367,LNEPOXFFQSENCJ-UHFFFAOYSA-N,IC50,2781,nM,ChEMBL,CHEMBL231,CHEMBL54,DrugMatrix in vitro pharmacology data,0
17841,P21453,PRUUCTGBHIGGOH-UHFFFAOYSA-N,IC50,0.33,nM,ChEMBL,CHEMBL4333,CHEMBL184349,15341940,1
17842,P08912,TXZJWJKTYUNDIE-UHFFFAOYSA-N,IC50,186.9,nM,ChEMBL,CHEMBL2035,CHEMBL1160977,9986705,1
17843,P0DMS8,LMLTXGAUQANHND-UHFFFAOYSA-N,IC50,490,nM,ChEMBL,CHEMBL256,CHEMBL125288,15203160,1
17844,P25101,FFTXFLYVZRLOGQ-QPPBQGQZSA-N,IC50,91.7,nM,ChEMBL,CHEMBL252,CHEMBL96331,15139756,1
17845,P28222,ILPANLYEJQKXKY-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL1898,CHEMBL595449,19646882,0
17846,P41145,QQKFKBJKMBJTBQ-UHFFFAOYSA-N,IC50,806,nM,ChEMBL,CHEMBL237,CHEMBL1713635,PubChem BioAssay data set,1
17847,P21554,VYXIQOKGCRKRTK-UHFFFAOYSA-N,IC50,25,nM,ChEMBL,CHEMBL218,CHEMBL2153764,22959249,1
17848,P49146,ZSNMPXARMQLVQF-FGUUHEIUSA-N,IC50,1400,nM,ChEMBL,CHEMBL4018,CHEMBL540466,19596193,0
17849,P41968,PGOKBMWPBDRDGN-IBXSQZDTSA-N,IC50,3395,nM,ChEMBL,CHEMBL4644,CHEMBL1221512,DrugMatrix in vitro pharmacology data,0
17850,P61169,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,IC50,>100,nM,ChEMBL,CHEMBL339,CHEMBL41,8487257,1
17851,P28335,GALCSZPFCCZIBC-UHFFFAOYSA-N,IC50,2760,nM,ChEMBL,CHEMBL225,CHEMBL116463,11585444,0
17852,P30551,LQQGALPXKQVHIU-VVZGZWEYSA-N,IC50,>1000,nM,ChEMBL,CHEMBL2871,CHEMBL2114082,11405658,1
17853,P33533,IEVGUHJUACDFNA-AMGAHSPLSA-N,IC50,66,nM,ChEMBL,CHEMBL269,CHEMBL2372412,8201592,1
17854,Q99705,SEMAZIYLKBENKU-UHFFFAOYSA-N,IC50,36,nM,ChEMBL,CHEMBL344,CHEMBL216455,16919456,1
17855,P50391,GMCCBRBEVQXKMD-UHFFFAOYSA-N,IC50,>30000,nM,ChEMBL,CHEMBL4877,CHEMBL83255,15109631,0
17856,P30556,QFGGDXYJZFRNLX-UHFFFAOYSA-N,IC50,3,nM,ChEMBL,CHEMBL227,CHEMBL306923,"Bioorg. Med. Chem. Lett., (1994) 4:18:2235",1
17857,P32300,YVOYRMXNVINXII-ULSNPNCNSA-N,IC50,23,nM,ChEMBL,CHEMBL3222,CHEMBL208479,16686530,1
17858,P28335,ARWQQHFFCBOLCO-UHFFFAOYSA-N,IC50,1349,nM,ChEMBL,CHEMBL225,CHEMBL495250,18456500,0
17859,Q00788,QXGOFOWWBUNTSX-CEQYTIJJSA-N,IC50,1700,nM,ChEMBL,CHEMBL3766,CHEMBL265073,8258821,0
17860,P32745,QVFLVLMYXXNJDT-CSBVGUNJSA-N,IC50,>1000,nM,ChEMBL,CHEMBL2028,CHEMBL441920,15828816,1
17861,O95136,QWJOPXDAQCDRRM-UHFFFAOYSA-N,IC50,3900,nM,ChEMBL,CHEMBL2955,CHEMBL1779732,21570287,0
17862,P26684,ZIHJYKMKQYKSMO-UHFFFAOYSA-N,IC50,340,nM,ChEMBL,CHEMBL4566,CHEMBL94720,"Bioorg. Med. Chem. Lett., (1997) 7:3:275",1
17863,P28335,ZEERPTKETJJYHM-UHFFFAOYSA-N,IC50,2741,nM,ChEMBL,CHEMBL225,CHEMBL3216299,21823597,0
17864,P56481,OYBOBFUZZVDEJO-SETSZIOGSA-N,IC50,6.3,nM,ChEMBL,CHEMBL2854,CHEMBL85607,1635058,1
17865,O43613,ZDOQWSZXKCWNPC-INIZCTEOSA-N,IC50,1020,nM,ChEMBL,CHEMBL5113,CHEMBL3945488,None,0
17866,P28221,ODVAQIGJSXTYDY-UHFFFAOYSA-N,IC50,56,nM,ChEMBL,CHEMBL1983,CHEMBL68019,10377215,1
17867,P33533,HYAJQVPDGGFBHY-NYERXWLLSA-N,IC50,>10000,nM,ChEMBL,CHEMBL269,CHEMBL583307,19576786,0
17868,Q00788,ZJESXGUEVDCNLC-YXUAIILISA-N,IC50,2200,nM,ChEMBL,CHEMBL3766,CHEMBL132389,8258821,0
17869,P49682,VWEZJTHPKBQXNE-WZONZLPQSA-N,IC50,457,nM,ChEMBL,CHEMBL4441,CHEMBL1809004,21764306,1
17870,P47900,FZLPLYFHMVBXAK-LKZCCGPLSA-J,IC50,29000,nM,ChEMBL,CHEMBL4315,CHEMBL3746620,26588064,0
17871,P30556,ULMCNFITOCZJSF-UHFFFAOYSA-N,IC50,76,nM,ChEMBL,CHEMBL227,CHEMBL3736414,"MedChemComm, (2015) 6:4:715",1
17872,P16610,CKLGDGIPAWRWBO-QUFQHBKWSA-N,IC50,670,nM,ChEMBL,CHEMBL4554,CHEMBL410808,7515443,1
17873,P32246,FKPAJUQFRVINHR-UHFFFAOYSA-N,IC50,67,nM,ChEMBL,CHEMBL2413,CHEMBL340797,12166951,1
17874,P14416,PSDFKKSPYSFZKR-LJQANCHMSA-N,IC50,16500,nM,ChEMBL,CHEMBL217,CHEMBL3335555,25221667,0
17875,P33535,NFIKZROQWRUGJB-MEBNVULWSA-N,IC50,2.5,nM,ChEMBL,CHEMBL270,CHEMBL2114469,9873480,1
17876,Q99705,YFFAFVZJTYECTP-UHFFFAOYSA-N,IC50,4700,nM,ChEMBL,CHEMBL344,CHEMBL1697929,PubChem BioAssay data set,0
17877,P32239,NPGABYHTDVGGJK-UHFFFAOYSA-N,IC50,>100000,nM,ChEMBL,CHEMBL298,CHEMBL169703,2153212,0
17878,P35348,AKNFPZICZLISBZ-UHFFFAOYSA-N,IC50,5900,nM,ChEMBL,CHEMBL229,CHEMBL453654,18952421,0
17879,P11229,FZCNLBNYMINNCB-UHFFFAOYSA-N,IC50,233.6,nM,ChEMBL,CHEMBL216,CHEMBL330892,9986705,1
17880,P08172,FYHNYIIANJTURE-UHFFFAOYSA-N,IC50,1995.26,nM,ChEMBL,CHEMBL211,CHEMBL1083108,20483611,0
17881,P28223,UNSFBRHQHPUNOY-UHFFFAOYSA-N,IC50,842,nM,ChEMBL,CHEMBL224,CHEMBL1272041,20933409,1
17882,P25101,FFJYBEOEJYDRNP-JDRJKRQWSA-N,IC50,2,nM,ChEMBL,CHEMBL252,CHEMBL322920,"Bioorg. Med. Chem. Lett., (1997) 7:3:297",1
17883,P35408,DCKNNFTZFHMFSY-BJMVGYQFSA-N,IC50,20400,nM,ChEMBL,CHEMBL1836,CHEMBL489310,19188065,0
17884,P19327,XWAONOGAGZNUSF-UHFFFAOYSA-N,IC50,21000,nM,ChEMBL,CHEMBL273,CHEMBL61479,7783131,0
17885,P08909,OUTHAVMRGGWPSK-UHFFFAOYSA-N,IC50,1200,nM,ChEMBL,CHEMBL324,CHEMBL307163,10377229,0
17886,P14416,OSJJYEUEJRVVOD-UHFFFAOYSA-N,IC50,4.05,nM,ChEMBL,CHEMBL217,CHEMBL1909072,DrugMatrix in vitro pharmacology data,1
17887,P32300,KQWVAUSXZDRQPZ-UMTXDNHDSA-N,IC50,2.73,nM,ChEMBL,CHEMBL3222,CHEMBL13470,9057856,1
17888,P34972,OMWKLZJZJXOYOV-UHFFFAOYSA-N,IC50,3000,nM,ChEMBL,CHEMBL253,CHEMBL1084556,20483606,0
17889,P41144,WDWUDQLDYWBWLS-LQKDOSGMSA-N,IC50,58,nM,ChEMBL,CHEMBL3952,CHEMBL573308,19576786,1
17890,P10608,KDJXRWPCYRQOAD-WLRWDXFRSA-N,IC50,14125.38,nM,ChEMBL,CHEMBL3754,CHEMBL32391,11311067,0
17891,O43614,RVGXOKRCLYGLFE-GJZGRUSLSA-N,IC50,>10000,nM,ChEMBL,CHEMBL4792,CHEMBL3951456,None,0
17892,O43614,QELJUVYWWJBVSV-UHFFFAOYSA-N,IC50,4310,nM,ChEMBL,CHEMBL4792,CHEMBL1379934,PubChem BioAssay data set,0
17893,P28335,RMNQHMQKUFGTQZ-OAQYLSRUSA-N,IC50,>10000,nM,ChEMBL,CHEMBL225,CHEMBL1093802,20223662,0
17894,O43614,OJYKGPARJOJVHO-RBUKOAKNSA-N,IC50,826,nM,ChEMBL,CHEMBL4792,CHEMBL3916592,None,1
17895,O95977,PRKWNRUVAZZHPH-UHFFFAOYSA-N,IC50,391,nM,ChEMBL,CHEMBL3230,CHEMBL1439384,PubChem BioAssay data set,1
17896,P21453,ZQHLJZUCUJZZRV-UHFFFAOYSA-N,IC50,1.3,nM,ChEMBL,CHEMBL4333,CHEMBL372066,16190743,1
17897,P41145,YLSDZONXUSTQQM-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL237,CHEMBL434817,11052793,0
17898,P15823,JJCFRYNCJDLXIK-UHFFFAOYSA-N,IC50,80,nM,ChEMBL,CHEMBL315,CHEMBL516,DrugMatrix in vitro pharmacology data,1
17899,P08172,URKOMYMAXPYINW-UHFFFAOYSA-N,IC50,3344.7,nM,ChEMBL,CHEMBL211,CHEMBL716,DrugMatrix in vitro pharmacology data,0
17900,Q14330,MZCPYJQKQLUBAD-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL2384898,CHEMBL2177253,23679955,0
17901,P28221,BTSCZNWXJQSJIE-UHFFFAOYSA-N,IC50,660.69,nM,ChEMBL,CHEMBL1983,CHEMBL83658,11755364,1
17902,P14600,WQSGBFGBMHNIPB-OBQPEBBISA-N,IC50,48,nM,ChEMBL,CHEMBL4027,CHEMBL2372519,7515443,1
17903,P32246,HMSUMXAXIIHIJY-UHFFFAOYSA-N,IC50,4200,nM,ChEMBL,CHEMBL2413,CHEMBL21199,11354381,0
17904,P31391,WKARXRIKHNCPRX-BSWNYEMISA-N,IC50,>10000,nM,ChEMBL,CHEMBL1853,CHEMBL2369510,11405660,0
17905,O43614,PNBXBOOTVNVZSH-LJQANCHMSA-N,IC50,1514,nM,ChEMBL,CHEMBL4792,CHEMBL3932544,None,0
17906,P35372,YIPXKVDHHLNWTL-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL233,CHEMBL302684,11755353,0
17907,P30551,WLMUGDGQTTUWEC-FJYGSUJZSA-N,IC50,2.83,nM,ChEMBL,CHEMBL2871,CHEMBL363916,16033264,1
17908,P32239,PJFKIFQLCRIBRM-UHFFFAOYSA-N,IC50,32,nM,ChEMBL,CHEMBL298,CHEMBL30701,"Bioorg. Med. Chem. Lett., (1996) 6:13:1421",1
17909,P41146,YGTDRFBHGIEYON-UHFFFAOYSA-N,IC50,206.9,nM,ChEMBL,CHEMBL2014,CHEMBL1762407,21330016,1
17910,O43613,ANPHWRACPLYYJJ-UHFFFAOYSA-N,IC50,4385,nM,ChEMBL,CHEMBL5113,CHEMBL3113535,None,0
17911,P33535,ABAHQIMHTWGRPU-FNKBIRPFSA-N,IC50,18600,nM,ChEMBL,CHEMBL270,CHEMBL76086,1320122,0
17912,O43613,OSWKJZVTRUEBIY-CHWSQXEVSA-N,IC50,>10000,nM,ChEMBL,CHEMBL5113,CHEMBL3597958,26045032,0
17913,Q9Y2T6,ZDCIQHUTWQLKJP-UHFFFAOYSA-N,IC50,358,nM,ChEMBL,CHEMBL1075322,CHEMBL2177264,23679955,1
17914,P43115,BHIIXYUVEXKWSO-UHFFFAOYSA-N,IC50,<3162.28,nM,ChEMBL,CHEMBL3710,CHEMBL207577,17084082,0
